ID,Age_Bin,Years_Since_Last_Promotion_Bin,Monthly_Income_Bin,Training_Hours_Last_Year_Bin,Distance_From_Home_Bin,Years_at_Company_Bin,Years_in_Current_Role_Bin,Project_Count_Bin,Absenteeism_Bin,Average_Hours_Worked_Per_Week_Bin,Hourly_Rate_Bin,Work_Life_Balance_Bin,Relationship_with_Manager_Bin,Job_Involvement_Bin,Job_Satisfaction_Bin,Performance_Rating_Bin,Work_Environment_Satisfaction_Bin,Job_Level_Bin,Number_of_Companies_Worked_Bin,Gender_Bin,Job_Role_Manager_Bin,Job_Role_Assistant_Bin,Department_HR_Bin,Department_Marketing_Bin,Marital_Status_Married_Bin,Attrition
9688,36-45,3-5,<=30k,11-30,20km+,20+,4-6,3-4,11+,46-60,<=40,Excellent,Poor,Low,Very Low,Below Avg,Very High,Level 5,3-5,Male,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9689,36-45,6-10,<=30k,60+,6-10km,11-20,4-6,5-6,0-2,46-60,41-60,Good,Poor,Low,Low,Good,Moderate,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9690,46-60,6-10,<=30k,11-30,11-20km,20+,7-10,3-4,6-10,46-60,61-80,Good,Average,Low,High,Below Avg,Moderate,Level 3,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9691,26-35,1-2,<=30k,0-10,20km+,20+,4-6,<=2,11+,46-60,81-100,Poor,Average,Low,Very High,Below Avg,High,Level 4,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
9692,26-35,0,<=30k,60+,20km+,11-20,2-3,<=2,11+,31-45,61-80,Good,Poor,High,Low,Average,Moderate,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
9693,36-45,1-2,<=30k,11-30,20km+,6-10,4-6,<=2,11+,31-45,<=40,Excellent,Poor,Low,High,Average,Very High,Level 5,3-5,Male,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
9694,46-60,1-2,<=30k,31-60,20km+,20+,10+,<=2,0-2,46-60,<=40,Poor,Poor,High,Very Low,Average,Low,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9695,36-45,1-2,<=30k,31-60,20km+,6-10,10+,7+,11+,46-60,<=40,Poor,Good,High,Low,Below Avg,Very High,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9696,46-60,3-5,<=30k,60+,20km+,11-20,2-3,7+,11+,46-60,61-80,Good,Average,High,Low,Average,Low,Level 4,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
9697,46-60,1-2,<=30k,31-60,0-5km,11-20,10+,7+,6-10,46-60,<=40,Excellent,Good,High,High,Below Avg,Moderate,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9698,18-25,3-5,<=30k,31-60,20km+,11-20,7-10,5-6,11+,31-45,81-100,Good,Good,Medium,Low,Good,Very High,Level 1,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9699,36-45,6-10,<=30k,11-30,20km+,11-20,4-6,3-4,11+,46-60,41-60,Good,Poor,High,Very Low,Below Avg,Moderate,Level 5,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9700,18-25,1-2,<=30k,31-60,6-10km,11-20,10+,7+,6-10,46-60,41-60,Poor,Poor,High,Very Low,Average,Low,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
9701,18-25,6-10,<=30k,31-60,20km+,6-10,4-6,7+,0-2,31-45,<=40,Fair,Poor,Medium,Very High,Below Avg,High,Level 2,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_Yes
9702,46-60,3-5,<=30k,11-30,20km+,11-20,2-3,7+,0-2,31-45,81-100,Poor,Poor,High,High,Average,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9703,26-35,0,<=30k,11-30,20km+,6-10,4-6,3-4,6-10,46-60,<=40,Good,Poor,High,Moderate,Good,Moderate,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9704,26-35,3-5,<=30k,60+,20km+,20+,4-6,5-6,0-2,31-45,61-80,Excellent,Poor,Medium,Very Low,Average,High,Level 4,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9705,46-60,0,<=30k,60+,20km+,6-10,2-3,<=2,6-10,31-45,61-80,Poor,Poor,High,Moderate,Below Avg,Very High,Level 1,1-2,Male,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
9706,46-60,1-2,<=30k,31-60,20km+,11-20,7-10,5-6,0-2,46-60,<=40,Fair,Average,Low,Low,Good,Moderate,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9707,46-60,1-2,<=30k,11-30,20km+,6-10,7-10,7+,11+,46-60,41-60,Excellent,Average,Medium,High,Average,Very High,Level 2,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9708,46-60,3-5,<=30k,0-10,20km+,11-20,4-6,<=2,6-10,46-60,<=40,Fair,Poor,High,High,Average,Low,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9709,36-45,6-10,<=30k,31-60,20km+,11-20,7-10,5-6,11+,31-45,<=40,Poor,Average,Low,Very Low,Below Avg,High,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9710,36-45,6-10,<=30k,60+,0-5km,20+,0-1,7+,3-5,46-60,41-60,Excellent,Average,Medium,Very Low,Below Avg,High,Level 1,1-2,Male,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
9711,36-45,1-2,<=30k,11-30,11-20km,20+,7-10,3-4,11+,46-60,81-100,Poor,Good,Low,High,Average,High,Level 3,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
9712,18-25,6-10,<=30k,11-30,20km+,20+,7-10,<=2,11+,46-60,<=40,Good,Good,High,Moderate,Average,High,Level 1,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9713,36-45,1-2,<=30k,31-60,20km+,20+,0-1,5-6,11+,31-45,41-60,Fair,Poor,High,High,Below Avg,High,Level 2,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9714,26-35,6-10,<=30k,31-60,20km+,20+,4-6,7+,3-5,46-60,61-80,Poor,Good,High,Very High,Average,High,Level 2,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_Yes
9715,26-35,3-5,<=30k,60+,11-20km,2-5,10+,3-4,11+,46-60,<=40,Excellent,Average,Low,High,Average,Low,Level 1,3-5,Male,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
9716,26-35,1-2,<=30k,31-60,0-5km,6-10,4-6,<=2,11+,31-45,81-100,Poor,Poor,Low,Moderate,Below Avg,Low,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9717,26-35,3-5,<=30k,11-30,0-5km,11-20,7-10,5-6,6-10,31-45,81-100,Poor,Average,Low,Low,Good,Very High,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9718,26-35,6-10,<=30k,60+,20km+,6-10,7-10,7+,0-2,46-60,<=40,Poor,Poor,Low,Moderate,Below Avg,Moderate,Level 3,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
9719,36-45,3-5,<=30k,60+,11-20km,6-10,2-3,3-4,6-10,31-45,61-80,Good,Average,Low,High,Average,Very High,Level 4,1-2,Male,Not Manager,Assistant,Not HR,Marketing,Married,Attrition_No
9720,46-60,6-10,<=30k,60+,11-20km,20+,7-10,7+,3-5,46-60,81-100,Good,Poor,High,High,Average,High,Level 4,3-5,Male,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
9721,36-45,6-10,<=30k,60+,20km+,11-20,7-10,7+,0-2,46-60,41-60,Poor,Poor,Low,Low,Good,Moderate,Level 3,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9722,26-35,3-5,<=30k,31-60,11-20km,2-5,2-3,<=2,11+,46-60,41-60,Excellent,Poor,Medium,Very High,Below Avg,High,Level 1,1-2,Female,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
9723,36-45,6-10,<=30k,60+,11-20km,20+,10+,5-6,0-2,46-60,61-80,Excellent,Poor,Medium,Very Low,Good,Very High,Level 3,3-5,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9724,46-60,6-10,<=30k,60+,20km+,6-10,7-10,<=2,0-2,31-45,61-80,Excellent,Poor,Low,Moderate,Average,Low,Level 2,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
9725,36-45,6-10,<=30k,11-30,11-20km,6-10,2-3,7+,11+,46-60,<=40,Good,Average,Medium,Moderate,Below Avg,High,Level 1,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9726,18-25,6-10,<=30k,11-30,20km+,2-5,7-10,7+,0-2,<=30,81-100,Poor,Average,High,High,Average,High,Level 3,1-2,Male,Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
9727,46-60,3-5,<=30k,11-30,20km+,20+,7-10,7+,6-10,46-60,81-100,Excellent,Poor,Low,Moderate,Below Avg,Very High,Level 2,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9728,18-25,6-10,<=30k,31-60,6-10km,20+,0-1,3-4,11+,31-45,41-60,Poor,Poor,Low,Low,Below Avg,Very High,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
9729,46-60,3-5,<=30k,60+,20km+,20+,2-3,<=2,0-2,31-45,41-60,Fair,Poor,High,Very High,Average,Low,Level 2,3-5,Male,Not Manager,Assistant,Not HR,Marketing,Married,Attrition_No
9730,26-35,3-5,<=30k,11-30,0-5km,11-20,4-6,7+,3-5,31-45,<=40,Fair,Good,Low,High,Average,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9731,36-45,6-10,<=30k,11-30,0-5km,11-20,10+,5-6,0-2,46-60,<=40,Excellent,Average,Low,Very Low,Below Avg,Very High,Level 1,1-2,Female,Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
9732,46-60,6-10,<=30k,11-30,11-20km,6-10,4-6,5-6,11+,31-45,81-100,Excellent,Poor,Low,Low,Average,Low,Level 1,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
9733,26-35,6-10,<=30k,31-60,6-10km,11-20,10+,7+,6-10,46-60,81-100,Excellent,Poor,High,Very Low,Average,Very High,Level 4,1-2,Female,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9734,46-60,3-5,<=30k,31-60,20km+,11-20,2-3,3-4,6-10,31-45,41-60,Good,Poor,High,Moderate,Below Avg,Low,Level 3,1-2,Male,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9735,26-35,6-10,<=30k,31-60,6-10km,6-10,4-6,5-6,11+,31-45,<=40,Excellent,Poor,High,Moderate,Below Avg,High,Level 2,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9736,26-35,1-2,<=30k,0-10,20km+,2-5,10+,<=2,0-2,31-45,<=40,Poor,Average,Low,Very High,Good,High,Level 2,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
9737,18-25,6-10,<=30k,60+,20km+,6-10,4-6,5-6,11+,31-45,<=40,Excellent,Poor,Low,Very Low,Good,Very High,Level 3,1-2,Male,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9738,18-25,3-5,<=30k,60+,6-10km,2-5,7-10,5-6,11+,<=30,61-80,Excellent,Average,Low,Low,Below Avg,High,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9739,26-35,3-5,<=30k,11-30,20km+,0-1,7-10,<=2,6-10,31-45,<=40,Excellent,Poor,Low,Very Low,Below Avg,Moderate,Level 5,3-5,Male,Not Manager,Assistant,HR,Not Marketing,Married,Attrition_No
9740,46-60,6-10,<=30k,31-60,20km+,20+,7-10,7+,11+,31-45,81-100,Good,Poor,Low,Very Low,Average,Low,Level 4,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9741,36-45,1-2,<=30k,0-10,20km+,11-20,7-10,3-4,6-10,46-60,41-60,Excellent,Poor,Low,Very Low,Average,Low,Level 1,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9742,46-60,3-5,<=30k,60+,20km+,11-20,4-6,<=2,6-10,46-60,41-60,Fair,Good,High,Very Low,Good,High,Level 2,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_Yes
9743,26-35,3-5,<=30k,11-30,20km+,11-20,10+,3-4,11+,31-45,41-60,Good,Good,Low,Moderate,Below Avg,High,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9744,36-45,1-2,<=30k,0-10,20km+,11-20,4-6,3-4,11+,31-45,81-100,Poor,Poor,Low,Very High,Below Avg,High,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9745,36-45,3-5,<=30k,11-30,6-10km,11-20,4-6,5-6,6-10,31-45,<=40,Good,Poor,High,Low,Below Avg,Low,Level 2,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9746,36-45,6-10,<=30k,0-10,11-20km,20+,10+,3-4,3-5,31-45,41-60,Poor,Good,High,High,Below Avg,Low,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9747,26-35,1-2,<=30k,11-30,20km+,0-1,7-10,7+,0-2,31-45,61-80,Fair,Good,Medium,Moderate,Average,High,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9748,36-45,6-10,<=30k,60+,20km+,20+,4-6,7+,3-5,46-60,<=40,Excellent,Poor,High,Moderate,Below Avg,Moderate,Level 5,1-2,Female,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
9749,18-25,6-10,<=30k,0-10,20km+,20+,0-1,<=2,11+,31-45,<=40,Fair,Poor,Low,Low,Good,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9750,36-45,6-10,<=30k,0-10,20km+,20+,7-10,<=2,0-2,31-45,<=40,Good,Poor,High,Low,Below Avg,Moderate,Level 3,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9751,46-60,0,<=30k,60+,20km+,6-10,10+,7+,11+,46-60,81-100,Good,Poor,Medium,Very High,Average,Low,Level 4,3-5,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
9752,18-25,3-5,<=30k,11-30,20km+,20+,4-6,5-6,11+,31-45,61-80,Poor,Poor,Low,High,Good,High,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9753,18-25,3-5,<=30k,31-60,20km+,11-20,2-3,<=2,3-5,46-60,<=40,Good,Good,Medium,Moderate,Good,High,Level 3,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
9754,46-60,6-10,<=30k,60+,11-20km,20+,0-1,7+,11+,31-45,41-60,Good,Average,High,Very High,Below Avg,Very High,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9755,46-60,6-10,<=30k,31-60,20km+,11-20,7-10,7+,11+,31-45,<=40,Poor,Good,High,Moderate,Good,Very High,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9756,46-60,6-10,<=30k,31-60,0-5km,20+,10+,7+,0-2,31-45,41-60,Fair,Good,Low,Very High,Below Avg,Moderate,Level 5,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9757,18-25,0,<=30k,60+,20km+,20+,10+,7+,11+,31-45,61-80,Good,Good,Low,Very High,Average,Very High,Level 3,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9758,18-25,6-10,<=30k,31-60,20km+,2-5,7-10,<=2,6-10,31-45,81-100,Excellent,Poor,Medium,High,Below Avg,Very High,Level 5,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9759,36-45,1-2,<=30k,60+,20km+,20+,10+,3-4,11+,46-60,81-100,Good,Good,Medium,Very Low,Below Avg,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9760,46-60,6-10,<=30k,60+,20km+,2-5,7-10,7+,3-5,46-60,61-80,Fair,Poor,Low,Moderate,Good,Low,Level 3,1-2,Female,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9761,26-35,1-2,<=30k,60+,11-20km,20+,10+,7+,11+,46-60,81-100,Poor,Poor,Medium,Very High,Good,Moderate,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9762,36-45,6-10,<=30k,60+,6-10km,11-20,7-10,<=2,11+,31-45,<=40,Good,Good,High,Very High,Average,High,Level 1,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9763,18-25,3-5,<=30k,60+,0-5km,20+,7-10,<=2,6-10,31-45,41-60,Poor,Poor,Low,Low,Good,Low,Level 4,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9764,26-35,3-5,<=30k,60+,11-20km,20+,10+,<=2,0-2,31-45,61-80,Good,Poor,Low,Very Low,Average,Moderate,Level 1,3-5,Female,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9765,26-35,3-5,<=30k,31-60,11-20km,6-10,4-6,5-6,6-10,46-60,81-100,Excellent,Good,High,Low,Average,Very High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9766,18-25,1-2,<=30k,60+,6-10km,6-10,7-10,7+,3-5,31-45,61-80,Poor,Poor,Low,Very Low,Below Avg,Very High,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9767,46-60,6-10,<=30k,31-60,20km+,20+,4-6,3-4,11+,46-60,<=40,Excellent,Good,High,High,Below Avg,High,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
9768,46-60,6-10,<=30k,31-60,20km+,2-5,10+,7+,11+,31-45,61-80,Good,Average,Low,High,Average,High,Level 2,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9769,46-60,6-10,<=30k,60+,20km+,2-5,2-3,<=2,11+,31-45,<=40,Poor,Poor,High,Low,Good,High,Level 1,1-2,Male,Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
9770,46-60,6-10,<=30k,31-60,20km+,11-20,2-3,5-6,11+,31-45,61-80,Poor,Good,High,Low,Below Avg,High,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9771,46-60,6-10,<=30k,60+,20km+,2-5,7-10,7+,6-10,46-60,41-60,Good,Good,Low,Very Low,Average,Low,Level 3,3-5,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9772,36-45,1-2,<=30k,11-30,11-20km,11-20,7-10,<=2,6-10,31-45,41-60,Good,Average,Medium,Very Low,Below Avg,Low,Level 4,3-5,Female,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9773,46-60,6-10,<=30k,60+,11-20km,2-5,10+,5-6,0-2,46-60,61-80,Excellent,Average,Low,Low,Good,Moderate,Level 1,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9774,46-60,3-5,<=30k,60+,11-20km,11-20,4-6,3-4,3-5,46-60,<=40,Good,Poor,Low,Low,Below Avg,Very High,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9775,36-45,3-5,<=30k,60+,20km+,0-1,2-3,7+,3-5,31-45,41-60,Good,Poor,Low,Very High,Average,Very High,Level 1,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
9776,46-60,1-2,<=30k,11-30,11-20km,11-20,7-10,7+,11+,31-45,81-100,Fair,Poor,Low,Moderate,Below Avg,Low,Level 5,1-2,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9777,36-45,1-2,<=30k,31-60,20km+,20+,7-10,7+,3-5,46-60,<=40,Good,Poor,Low,Low,Below Avg,Moderate,Level 2,3-5,Female,Not Manager,Assistant,Not HR,Marketing,Married,Attrition_No
9778,46-60,3-5,<=30k,31-60,20km+,20+,7-10,5-6,6-10,46-60,41-60,Poor,Good,High,Very Low,Average,Moderate,Level 1,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
9779,36-45,3-5,<=30k,31-60,20km+,2-5,7-10,7+,11+,46-60,81-100,Good,Good,High,Very High,Average,Low,Level 3,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9780,46-60,3-5,<=30k,60+,20km+,2-5,4-6,<=2,0-2,31-45,<=40,Excellent,Average,High,High,Below Avg,Very High,Level 2,1-2,Male,Not Manager,Assistant,Not HR,Marketing,Not Married,Attrition_No
9781,46-60,1-2,<=30k,11-30,20km+,20+,4-6,<=2,3-5,46-60,61-80,Good,Poor,Medium,High,Good,High,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9782,18-25,6-10,<=30k,31-60,11-20km,11-20,4-6,3-4,3-5,31-45,<=40,Fair,Poor,High,High,Below Avg,High,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9783,46-60,6-10,<=30k,31-60,20km+,11-20,4-6,5-6,0-2,46-60,81-100,Fair,Good,Low,Very High,Good,Low,Level 4,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9784,46-60,6-10,<=30k,0-10,6-10km,6-10,4-6,7+,6-10,31-45,61-80,Fair,Poor,Low,Low,Average,Low,Level 2,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9785,46-60,3-5,<=30k,60+,11-20km,11-20,10+,<=2,11+,46-60,41-60,Poor,Poor,Low,Moderate,Average,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9786,36-45,3-5,<=30k,11-30,20km+,11-20,7-10,7+,6-10,31-45,41-60,Fair,Poor,High,High,Average,Low,Level 1,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
9787,36-45,6-10,<=30k,60+,11-20km,6-10,4-6,5-6,0-2,31-45,<=40,Excellent,Good,High,Low,Average,Moderate,Level 3,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
9788,46-60,6-10,<=30k,60+,20km+,6-10,7-10,7+,6-10,46-60,<=40,Fair,Good,Medium,High,Good,Low,Level 1,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
9789,46-60,6-10,<=30k,60+,20km+,6-10,4-6,5-6,11+,46-60,81-100,Excellent,Good,Low,High,Average,Moderate,Level 3,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
9790,26-35,3-5,<=30k,31-60,11-20km,11-20,7-10,<=2,0-2,46-60,61-80,Good,Poor,Low,High,Below Avg,High,Level 2,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
9791,46-60,6-10,<=30k,60+,20km+,6-10,7-10,7+,0-2,31-45,<=40,Poor,Good,Medium,Very Low,Good,Low,Level 3,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
9792,46-60,3-5,<=30k,60+,20km+,6-10,10+,<=2,0-2,46-60,41-60,Good,Poor,Medium,Very High,Average,Very High,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9793,26-35,1-2,<=30k,60+,20km+,20+,4-6,3-4,11+,46-60,61-80,Excellent,Average,Medium,Very High,Below Avg,High,Level 1,1-2,Female,Not Manager,Assistant,Not HR,Marketing,Married,Attrition_No
9794,46-60,3-5,<=30k,31-60,20km+,11-20,4-6,3-4,3-5,31-45,61-80,Poor,Poor,Low,Very Low,Good,Low,Level 4,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
9795,26-35,1-2,<=30k,60+,11-20km,0-1,7-10,7+,3-5,46-60,41-60,Excellent,Average,Medium,High,Below Avg,Low,Level 5,3-5,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9796,18-25,6-10,<=30k,60+,20km+,11-20,10+,3-4,11+,31-45,61-80,Poor,Good,Low,Very High,Below Avg,High,Level 4,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
9797,36-45,6-10,<=30k,60+,6-10km,6-10,10+,<=2,3-5,46-60,<=40,Fair,Good,Low,Very High,Good,Very High,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9798,46-60,6-10,<=30k,31-60,20km+,20+,0-1,3-4,11+,31-45,<=40,Good,Average,Low,Very High,Below Avg,Moderate,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9799,36-45,1-2,<=30k,31-60,20km+,11-20,0-1,7+,6-10,31-45,<=40,Fair,Average,Low,High,Good,Moderate,Level 1,1-2,Female,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9800,46-60,6-10,<=30k,60+,11-20km,6-10,4-6,<=2,6-10,31-45,81-100,Poor,Average,Low,High,Average,Low,Level 1,1-2,Female,Not Manager,Assistant,HR,Not Marketing,Married,Attrition_No
9801,18-25,6-10,<=30k,60+,20km+,20+,4-6,7+,0-2,31-45,81-100,Excellent,Poor,High,Very High,Average,Moderate,Level 1,1-2,Male,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
9802,46-60,0,<=30k,31-60,20km+,20+,10+,<=2,0-2,46-60,<=40,Poor,Good,Medium,Moderate,Average,Moderate,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
9803,18-25,6-10,<=30k,11-30,6-10km,11-20,10+,<=2,11+,46-60,81-100,Poor,Average,Low,Low,Below Avg,Moderate,Level 2,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
9804,18-25,6-10,<=30k,11-30,11-20km,11-20,0-1,7+,6-10,46-60,81-100,Fair,Poor,High,Low,Below Avg,Moderate,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
9805,46-60,6-10,<=30k,11-30,0-5km,20+,7-10,3-4,6-10,<=30,<=40,Poor,Average,Low,High,Good,Very High,Level 4,1-2,Female,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
